뉴스 식별자,일자,언론사,정보원,인용문,키워드
1100901.202,20200310,중앙일보,unknownactor,"무슨 수를 써서라도 50조 마련
마침 여러 지자체장께서 ‘재난기본소득’을 제안해주셨다. 저는 그것을 코로나19 사태로 가장 큰 피해를 본 대구 경북의 취약계층에 적용해주기를 정부와 국회에 제안드린다
MB 박근혜 때 해봤지만 효과 못 봐
경기 하강에 대응하는 방법으로는 (기본소득이 아닌) 주류 경제학에서 얘기하는 감세라든지 다른 정책들을 생각해야 한다",50조 마련 지자체장 재난기본소득 제안 코로나19 사태 피해 대구 경북 취약계층 적용 정부 국회 제안 mb 박근혜 효과 경기 하강 대응 방법 기본 소득 주류 경제학 얘기 감세 정책들 생각 
1101001.202,20200310,한겨레,건국대 교수,"공급 측면의 위기까지 닥쳐오면 지금 규모의 재정 지원으로 경기 반등을 기대하기는 어려워질 것
긴급히 편성한 추경으로는 피해자 지원에 집중하고, 이후 2차 추경을 염두에 둬야 한다",공급 측면 위기 규모 재정 지원 경기 반등 편성 추경 피해자 지원 집중 2차 추경 염두 
1101101.202,20200310,한국일보,기획재정부 홍남기 장관,신종 코로나 바이러스 감염증(코로나19) 사태로 글로벌 경제가 전체적으로 어려워지면서 그 영향이 다시 우리에게 올까 봐 우려되는 상황,신종 코로나 바이러스 감염증 코로나19 사태 글로벌 경제 전체적 영향 우려 상황 
1101101.202,20200310,한국일보,기획재정부 홍남기 장관,"우리 경제성장률에 미치는 영향이 불가피하다
경제협력개발기구(OECD) 등 몇몇 기관에서 (올해 한국 경제성장률 전망치를) 0.2 0.3%포인트 낮춘 게 있고, 여러 기관에서 그보다 더 큰 폭으로 낮춰 전망했다
좀 더 관찰이 필요하지만 중동호흡기증후군(MERS 메르스) 때보다 엄중한 상황
검토해봤으나 여러 장점도 있지만, 여러 문제도 있어서 쉽게 동의하기 어렵지 않나 생각한다
지금 2차 추경을 말씀드릴 상황은 아니다
향후 글로벌 경제와 우리 경제에 미치는 영향이 얼마인지 등을 판단해, 그에 상응하는 대책이 있어야 한다
수급이 제대로 원활하지 않아 불편을 끼쳐 송구스럽다
신천지 사태가 난 후 마스크 수요가 급격히 늘었다
(수출금지 조치가) 더 일찍 됐으면 좋았을 것이란 생각이 든다",경제성장률 영향 경제 협력 기구 oecd 기관 한국 경제성장률 전망치 포인트 기관 전망 관찰 필요 중동 호흡기 증후군 mers 메르스 상황 검토 장점 동의 생각 2차 추경 말씀 상황 향후 글로벌 경제 경제 영향 얼마 판단 상응 대책 수급 제대로 원활 불편 신천지 사태 마스크 수요 수출 조치 생각 
1101101.202,20200310,한국일보,기획재정부 홍남기 장관,"저희(정부)도 검토해봤지만 여러 장점도 있지만 여러 문제가 있어서 쉽게 동의하기 어렵지 않나 생각한다
국민에게 (직접) 현금을 주는 방식보다 기초생활보장대상자나 의료보호 대상자, 주거보호대상자처럼 어려운 분을 중심으로 소비쿠폰이나 특별돌봄쿠폰 등을 지급하는 방안을 추경에 포함했다",정부 검토 장점 동의 생각 국민 현금 방식 기초 생활 보장 대상자 의료 보호 대상자 주거 보호 대상자 중심 소비 쿠폰 특별 쿠폰 지급 방안 추경 포함 
1100101.202,20200310,경향신문,기획재정부 홍남기 장관,"세계 경제기구들이 현금 지급을 권고하고 있고, 여당 도지사들이 재난기본소득 지급을 제안하고 있다
저희(정부)도 검토해봤으나 여러 장점도 있겠지만 여러 문제도 있어서 저희로서는 쉽게 동의하기 어렵지 않나 생각한다",세계 경제 기구들 현금 지급 권고 여당 도지사들 재난기본소득 지급 제안 정부 검토 장점 동의 생각 
1100801.202,20200310,조선일보,김 의원,"'보편적 기본소득' 도입을 위해선 무엇보다 사회적 합의가 중요하다
합의를 얻어갈 첫걸음으로 코로나 사태로 생계의 위협을 받은 대구 경북 지역 취약 계층에 대한 실험적 적용은 지극히 합당하다고 저는 확신한다",보편적 기본 소득 사회적 합의 중요 합의 첫걸음 코로나 사태 생계 위협 대구 경북 지역 취약 계층 적용 확신 
1100101.202,20200310,경향신문,김 의원,"일본에서도 시행했던 헬리콥터 현금 살포식 재난기본소득은 코로나 19로 인한 경제위기 극복에 전혀 도움이 안 된다
현금을 지급할 경우 대부분의 사람들은 통장에 집어 넣을 것이고 소비 진작 효과는 미미할 것
방역과 치료가 제일 중요하지만 지금 기업과 소상공인, 자영업자들의 고통이 극심하다
기업들의 어려움이 고용 위기로 이어지지 않도록 한시적으로 법인세과 부가세 감면을 즉각 시행해야 한다
매우 안타깝고 윤 후보와 선거 관계자 여러분 모두 아무 탈 없이 복귀하길 바란다
관계당국에서 방역과 치료에 만전을 기해 주길 바란다",일본 시행 헬리콥터 현금 살포식 재난기본소득 코로나 경제위기 극복 도움 현금 지급 사람들 통장 소비 효과 방역 치료 중요 기업 소상공인 자영업자들 고통 기업들 어려움 고용 위기 한시적 법인세 부가세 감면 시행 후보 선거 관계자 복귀 당국 방역 치료 만전 
1100901.202,20200310,중앙일보,김 의원,"현재 추경안 중에 대구 경북 특별 지원분이 총 6200억원인데, 거기에 2000억원 정도 추가하여 모두 8400억원을 배정해주십사 하는 요구",추경안 대구 경북 특별 지원분 6200억 2000억 정도 추가 8400억 배정 요구 
1100901.202,20200310,중앙일보,김강립 보건복지부 차관,추경을 총 10조원이나 하면서 당장 필요한 마스크 확보 예산이 들어있지 않다면 무엇 때문에 추경을 하는 것이냐. 왜 이렇게 정부가 일을 못 하느냐,추경 10조 당장 필요 마스크 확보 예산 추경 정부 
1100901.202,20200310,중앙일보,김경수 경남도지사,별도 입법 조치가 없더라도 예산 편성을 통해 지급하는 데는 어려움이 없다,별도 입법 조치 예산 편성 지급 어려움 
1100901.202,20200310,중앙일보,김경수 경남도지사,"전 국민에게 100만원 지급
코로나 채권 발행을 통한 재원 마련
TK 지역 취약계층에 대해 실험적 적용을 하자
우리 집에 난 급한 불을 끄는 데는 이번 추경이 반드시 필요하다. 문제는 온 동네에 불이 번지고 있는데 추경으로 급한 불 끄는 것으로 과연 해결될 수 있을 것인가 하는 우려가 있다
이번 추경 예산안 심의 과정에서 재난기본소득 도입을 함께 논의해 달라
우리 경제 10배 규모인 미국이 세계 금융위기 당시 4000조를 쏟아부어 경제를 살렸다
우리도 400조까지는 아니더라도 최소 1% 경제성장을 가져올 수 있는 50조 정도는 무슨 수를 써서라도 마련하는 대책이 필하다",국민 100만 지급 코로나 채권 발행 재원 마련 tk 지역 취약계층 적용 추경 필요 동네 추경 해결 우려 추경 예산안 심의 재난기본소득 논의 경제 10배 규모 미국 세계 금융위기 4000조 경제 400조 최소 경제성장 50조 정도 마련 대책 
1101101.202,20200310,한국일보,김명환 민주노총 위원장,"추경만으로는 취약 노동자에게까지 직접적인 혜택이 돌아가지 않는다
모든 국민에게 생계비 100만원의 생계비를 직접 지원하는 특단의 대책이 필요하다",추경 취약 노동자 직접적 혜택 국민 생계비 100만 생계비 지원 특단 대책 필요 
1101001.202,20200310,한겨레,김부겸홍의락김현권 의원,"코로나19 감염병 위기도 피해가 경제적 약자인 자영업 소상공인과 일용직 등 취약계층에게 가혹하게 집중되고 있다. 위기에 처한 대구 경북 지역 경제적 약자의 민생구제를 위한 추경 편성을 요구한다
현재 정부 추경안으로는 턱없이 부족하다. 맡겨둔 돈 내놓으라고 떼를 쓰는 게 아니라, 생업과 생계에 심각한 타격을 받고 주저앉은 경제적 약자들에게 국가가 비빌 언덕이 되어달라는 절박한 요구",코로나19 감염병 위기 피해 경제적 약자 자영업 소상공인 일용직 취약 계층 가혹 집중 위기 대구 경북 지역 경제적 약자 민생 구제 추경 편성 요구 정부 추경 부족 생업 생계 타격 경제적 약자들 국가 언덕 요구 
1100901.202,20200310,중앙일보,김재원 미래통합당(예결위),"좀 더 해서 200만 원을 주자는 안도 나올 것이라 생각한다. 모든 국민에게 100만 원을 주려면 50조 원이 필요한데, 이미 이 정부는 빚더미에 앉았다
재난기본소득을 이야기하면서 빚을 내서라도 국민에 돈을 나눠주자는 분들을 가만히 보면 평생 자기 손으로 일해서 돈을 벌어 세금을 내본 적이 별로 없는 분들
이런 얘기를 하는 것이 답답하다",200만 생각 국민 100만 50조 필요 정부 빚더미 재난기본소득 이야기 국민 평생 세금 얘기 
1100901.202,20200310,중앙일보,김정우 의원,"재난기본소득과 관련 재정당국 입장에선 부정적 측면을 많이 보겠지만 아무도 예측하지 못했던 상황이 전개될 가능성이 많다
2차 추경을 하면 부작용이 발생하지 않도록 그런 것도 내부 검토는 해야 한다
지방자치단체가 코로나19 사태로 지금 노인 일자리 사업을 중지하고 있는데 왜 이러한 예산을 편성한 것이냐",재난기본소득 재정 당국 입장 부정적 측면 예측 상황 전개 가능성 2차 추경 부작용 발생 내부 검토 지방자치단체 코로나19 사태 노인 일자리 사업 중지 예산 편성 
1100901.202,20200310,중앙일보,김한정 민주당 의원,"위험을 무릅쓰고 투표하러 나오는 유권자들에게 마스크를 지급하는 방안을 검토해야 한다
대구ㆍ경북 지역 등에 시범적으로 선별진료소의 방식으로, 자동차를 탄 채로 투표하는 방식(드라이브 스루)을 검토해볼 방식이 있느냐",위험 투표 유권자들 마스크 지급 방안 검토 대구 경북 지역 시범적 선별진료소 방식 자동차 투표 방식 드라이브 스루 검토 방식 
1100901.202,20200310,중앙일보,나경원 의원,"원가를 쥐어짤 게 아니라 보조금을 주던가 해야 한다
질책만 해서는 풀릴 문제가 아니다. 정부가 하고 있는 일을 들어봐야 한다",원가 보조금 질책 정부 
1100801.202,20200310,조선일보,대구 경북 우한코로나 특위,정부 추경안으론 부족 TK경제적 약자위한 추경해달라,정부 추경 부족 tk 경제적 약자위 추경 
1100801.202,20200310,조선일보,대구 경북 재난안전 특위,정부의 추경안으로는 턱없이 부족하다. 우리는 코로나19 감염병특별관리지역으로 위기에 처한 대구 경북 지역 경제적 약자의 민생구제를 위해 추경 편성을 요구한다,정부 추경 부족 코로나19 감염병 특별 관리 지역 위기 대구 경북 지역 경제적 약자 민생 구제 추경 편성 요구 
1101101.202,20200310,한국일보,미래통합당 신재철 ,"국민들에게 재난기본소득이란 명분으로 선동하는 것으로, 한 마디로 4ㆍ15 총선용 현금을 살포하겠다는 것",국민들 재난기본소득 명분 선동 마디 4ㆍ15 총선용 현금 살포 
1100101.202,20200310,경향신문,미래통합당 신재철 ,"모든 국민에게 100만원씩 퍼주자는 말이 재난기본소득이라는 명분으로 선동되고 있다
한 마디로 4 15 총선용 현금살포다. 포퓰리즘의 전형",국민 100만 재난기본소득 명분 선동 마디 총선용 현금 살포 포퓰리즘 전형 
